orig.ident,nCount_RNA,nFeature_RNA
stim_treatment,5329,1378
stim_treatment,5494,1404
stim_treatment,1064,415
stim_treatment,786,377
stim_treatment,687,354
stim_treatment,770,337
stim_treatment,3159,1133
stim_treatment,2276,1014
stim_treatment,804,434
stim_treatment,1495,509
stim_treatment,897,495
stim_treatment,1620,530
stim_treatment,207,131
stim_treatment,617,305
stim_treatment,1171,386
stim_treatment,1227,523
stim_treatment,670,374
stim_treatment,1591,661
stim_treatment,1281,519
stim_treatment,1040,504
stim_treatment,1018,433
stim_treatment,3378,838
stim_treatment,1694,779
stim_treatment,613,306
stim_treatment,1528,577
stim_treatment,2932,730
stim_treatment,153,107
stim_treatment,2676,886
stim_treatment,1364,652
stim_treatment,1382,521
stim_treatment,2938,784
stim_treatment,144,103
stim_treatment,2020,725
stim_treatment,1550,569
stim_treatment,1505,665
stim_treatment,1979,821
stim_treatment,1158,524
stim_treatment,2557,827
stim_treatment,1636,547
stim_treatment,940,426
stim_treatment,1355,551
stim_treatment,756,324
stim_treatment,3227,1128
stim_treatment,955,511
stim_treatment,5194,1307
stim_treatment,542,284
stim_treatment,1958,619
stim_treatment,313,115
stim_treatment,327,195
stim_treatment,908,439
stim_treatment,934,423
stim_treatment,839,383
stim_treatment,753,374
stim_treatment,1465,638
stim_treatment,747,357
stim_treatment,958,468
stim_treatment,1030,499
stim_treatment,1323,513
stim_treatment,4609,1104
stim_treatment,540,267
stim_treatment,1339,507
stim_treatment,1059,490
stim_treatment,631,360
stim_treatment,423,224
stim_treatment,2447,928
stim_treatment,1396,585
stim_treatment,2385,831
stim_treatment,1512,601
stim_treatment,1528,502
stim_treatment,1012,471
stim_treatment,997,473
stim_treatment,1258,498
stim_treatment,1062,491
stim_treatment,265,117
stim_treatment,4577,1288
stim_treatment,701,355
stim_treatment,1693,751
stim_treatment,1639,603
stim_treatment,2286,741
stim_treatment,287,146
stim_treatment,4506,989
stim_treatment,3998,1258
stim_treatment,1714,592
stim_treatment,1663,755
stim_treatment,2052,679
stim_treatment,665,363
stim_treatment,962,567
stim_treatment,1101,503
stim_treatment,486,293
stim_treatment,2880,1170
stim_treatment,1541,533
stim_treatment,1134,434
stim_treatment,664,345
stim_treatment,2644,892
stim_treatment,1422,606
stim_treatment,1001,546
stim_treatment,1122,390
stim_treatment,2202,672
stim_treatment,756,321
stim_treatment,2500,927
stim_treatment,1356,543
stim_treatment,541,258
stim_treatment,1582,610
stim_treatment,525,240
stim_treatment,1116,542
stim_treatment,1527,599
stim_treatment,1324,609
stim_treatment,2333,837
stim_treatment,2863,767
stim_treatment,2048,780
stim_treatment,746,414
stim_treatment,977,390
stim_treatment,1170,510
stim_treatment,750,430
stim_treatment,413,250
stim_treatment,3447,879
stim_treatment,1333,522
stim_treatment,1785,616
stim_treatment,480,277
stim_treatment,2443,734
stim_treatment,487,255
stim_treatment,3931,953
stim_treatment,5297,1275
stim_treatment,1292,523
stim_treatment,961,480
stim_treatment,1246,458
stim_treatment,3375,837
stim_treatment,2268,832
stim_treatment,1858,626
stim_treatment,1646,518
stim_treatment,910,454
stim_treatment,1268,388
stim_treatment,1149,544
stim_treatment,920,429
stim_treatment,510,302
stim_treatment,1479,649
stim_treatment,767,440
stim_treatment,1442,555
stim_treatment,918,393
stim_treatment,440,289
stim_treatment,1322,560
stim_treatment,942,449
stim_treatment,2478,762
stim_treatment,1373,531
stim_treatment,2041,695
stim_treatment,1669,776
stim_treatment,1418,530
stim_treatment,3004,702
stim_treatment,1341,661
stim_treatment,2091,594
stim_treatment,1404,544
stim_treatment,1396,593
stim_treatment,2072,652
stim_treatment,827,398
stim_treatment,1320,530
stim_treatment,1438,566
stim_treatment,1260,549
stim_treatment,2663,809
stim_treatment,2834,818
stim_treatment,4801,966
stim_treatment,1566,735
stim_treatment,1225,488
stim_treatment,1993,718
stim_treatment,1071,472
stim_treatment,1079,472
stim_treatment,1302,504
stim_treatment,1024,460
stim_treatment,786,458
stim_treatment,1877,593
stim_treatment,769,307
stim_treatment,1001,524
stim_treatment,4026,1011
stim_treatment,1370,541
stim_treatment,1009,487
stim_treatment,994,476
stim_treatment,801,398
stim_treatment,6344,1000
stim_treatment,1307,579
stim_treatment,2748,1032
stim_treatment,2212,592
stim_treatment,3666,961
stim_treatment,1677,679
stim_treatment,3033,697
stim_treatment,913,436
stim_treatment,353,241
stim_treatment,718,348
stim_treatment,4621,1011
stim_treatment,1040,402
stim_treatment,1382,522
stim_treatment,1148,382
stim_treatment,5156,1293
stim_treatment,148,101
stim_treatment,4856,1164
stim_treatment,1606,569
stim_treatment,1000,384
stim_treatment,2720,705
stim_treatment,1158,463
stim_treatment,1186,557
stim_treatment,1218,645
stim_treatment,1196,466
stim_treatment,767,338
stim_treatment,1290,575
stim_treatment,1686,668
stim_treatment,1646,579
stim_treatment,1253,498
stim_treatment,1607,706
stim_treatment,955,354
stim_treatment,671,319
stim_treatment,2261,583
stim_treatment,1085,420
stim_treatment,3920,936
stim_treatment,2419,768
stim_treatment,1096,499
stim_treatment,1098,517
stim_treatment,1298,494
stim_treatment,2280,571
stim_treatment,1370,562
stim_treatment,2106,800
stim_treatment,1363,511
stim_treatment,1152,557
stim_treatment,712,449
stim_treatment,916,463
stim_treatment,892,384
stim_treatment,2136,604
stim_treatment,1046,452
stim_treatment,1753,723
stim_treatment,276,103
stim_treatment,1385,580
stim_treatment,954,484
stim_treatment,1225,481
stim_treatment,757,371
stim_treatment,344,193
stim_treatment,5531,1304
stim_treatment,787,379
stim_treatment,3503,1255
stim_treatment,862,401
stim_treatment,1046,474
stim_treatment,986,397
stim_treatment,829,387
stim_treatment,2463,696
stim_treatment,1238,461
stim_treatment,1385,571
stim_treatment,722,324
stim_treatment,3093,891
stim_treatment,846,420
stim_treatment,1276,532
stim_treatment,3359,873
stim_treatment,3067,877
stim_treatment,1755,693
stim_treatment,414,244
stim_treatment,504,286
stim_treatment,482,192
stim_treatment,4083,1108
stim_treatment,2866,750
stim_treatment,1517,620
stim_treatment,1254,610
stim_treatment,1103,478
stim_treatment,1529,670
stim_treatment,1261,548
stim_treatment,356,248
stim_treatment,4780,1577
stim_treatment,1102,463
stim_treatment,2909,828
stim_treatment,1236,508
stim_treatment,1152,382
stim_treatment,1164,444
stim_treatment,671,343
stim_treatment,3815,870
stim_treatment,1066,612
stim_treatment,1740,638
stim_treatment,1526,561
stim_treatment,1359,477
stim_treatment,1333,474
stim_treatment,1048,406
stim_treatment,1327,511
stim_treatment,2047,587
stim_treatment,3461,972
stim_treatment,2499,747
stim_treatment,2208,691
stim_treatment,3332,1141
stim_treatment,3424,907
stim_treatment,245,113
stim_treatment,1093,479
stim_treatment,947,450
stim_treatment,1745,842
stim_treatment,1505,561
stim_treatment,1479,651
stim_treatment,2061,800
stim_treatment,5969,1231
stim_treatment,3693,826
stim_treatment,321,181
stim_treatment,1475,563
stim_treatment,956,470
stim_treatment,1504,612
stim_treatment,1093,480
stim_treatment,967,428
stim_treatment,511,266
stim_treatment,3196,900
stim_treatment,1940,856
stim_treatment,1546,610
stim_treatment,1319,596
stim_treatment,2627,923
stim_treatment,1894,594
stim_treatment,810,362
stim_treatment,3316,963
stim_treatment,3244,916
stim_treatment,1157,453
stim_treatment,1941,610
stim_treatment,877,418
stim_treatment,4748,1315
stim_treatment,1796,580
stim_treatment,3066,915
stim_treatment,4871,1355
stim_treatment,4290,1013
stim_treatment,336,238
stim_treatment,1088,472
stim_treatment,2411,609
stim_treatment,3082,923
stim_treatment,2510,967
stim_treatment,471,300
stim_treatment,499,254
stim_treatment,669,412
stim_treatment,1741,631
stim_treatment,1652,584
stim_treatment,1291,417
stim_treatment,1677,599
stim_treatment,1765,571
stim_treatment,1453,547
stim_treatment,652,284
stim_treatment,1015,407
stim_treatment,1373,648
stim_treatment,1055,517
stim_treatment,398,210
stim_treatment,839,432
stim_treatment,3328,871
stim_treatment,1812,667
stim_treatment,4147,1177
stim_treatment,1743,637
stim_treatment,4297,561
stim_treatment,2198,666
stim_treatment,1079,435
stim_treatment,1864,606
stim_treatment,1492,540
stim_treatment,1422,591
stim_treatment,672,411
stim_treatment,1201,566
stim_treatment,212,133
stim_treatment,2520,741
stim_treatment,577,345
stim_treatment,652,327
stim_treatment,2916,761
stim_treatment,886,445
stim_treatment,1551,711
stim_treatment,2841,814
stim_treatment,2001,580
stim_treatment,840,436
stim_treatment,2621,863
stim_treatment,225,123
stim_treatment,1282,646
stim_treatment,1315,478
stim_treatment,1527,534
stim_treatment,2577,696
stim_treatment,1174,396
stim_treatment,1599,549
stim_treatment,2393,755
stim_treatment,570,381
stim_treatment,2503,787
stim_treatment,2326,621
stim_treatment,895,500
stim_treatment,1398,581
stim_treatment,1756,580
stim_treatment,2129,687
stim_treatment,1788,555
stim_treatment,299,140
stim_treatment,2341,801
stim_treatment,991,428
stim_treatment,1313,464
stim_treatment,1792,569
stim_treatment,1609,617
stim_treatment,2516,743
stim_treatment,1415,709
stim_treatment,3677,879
stim_treatment,979,488
stim_treatment,1213,415
stim_treatment,1225,513
stim_treatment,1071,452
stim_treatment,701,383
stim_treatment,1671,586
stim_treatment,1703,665
stim_treatment,517,236
stim_treatment,1779,755
stim_treatment,1674,613
stim_treatment,1257,555
stim_treatment,3030,790
stim_treatment,3198,953
stim_treatment,1505,575
stim_treatment,1277,539
stim_treatment,3613,932
stim_treatment,1311,519
stim_treatment,3235,960
stim_treatment,874,426
stim_treatment,1413,529
stim_treatment,1537,602
stim_treatment,2200,766
stim_treatment,1050,467
stim_treatment,1725,694
stim_treatment,1334,556
stim_treatment,906,447
stim_treatment,1085,414
stim_treatment,1690,672
stim_treatment,3318,800
stim_treatment,832,342
stim_treatment,1267,571
stim_treatment,1081,532
stim_treatment,2645,776
stim_treatment,752,330
stim_treatment,1196,523
stim_treatment,1419,634
stim_treatment,4184,990
stim_treatment,1723,673
stim_treatment,1184,355
stim_treatment,1144,499
stim_treatment,1259,552
stim_treatment,1792,621
stim_treatment,1268,637
stim_treatment,676,332
stim_treatment,534,340
stim_treatment,287,205
stim_treatment,781,386
stim_treatment,1419,647
stim_treatment,1792,754
stim_treatment,817,411
stim_treatment,3247,764
stim_treatment,4758,1303
stim_treatment,1781,853
stim_treatment,1595,578
stim_treatment,1223,529
stim_treatment,2268,725
stim_treatment,4379,1231
stim_treatment,766,315
stim_treatment,1125,464
stim_treatment,1507,567
stim_treatment,1231,499
stim_treatment,3300,956
stim_treatment,1587,707
stim_treatment,1257,585
stim_treatment,2369,871
stim_treatment,1048,441
stim_treatment,1964,620
stim_treatment,591,291
stim_treatment,458,337
stim_treatment,1140,485
stim_treatment,2871,892
stim_treatment,1497,534
stim_treatment,1478,786
stim_treatment,1511,474
stim_treatment,3457,1059
stim_treatment,2671,914
stim_treatment,1598,549
stim_treatment,3275,1029
stim_treatment,1079,551
stim_treatment,3149,885
stim_treatment,746,356
stim_treatment,1861,646
stim_treatment,1996,811
stim_treatment,2673,1011
stim_treatment,2192,833
stim_treatment,2097,820
stim_treatment,4830,1185
stim_treatment,1097,557
stim_treatment,3982,1313
stim_treatment,2176,564
stim_treatment,1065,500
stim_treatment,846,385
stim_treatment,1619,630
stim_treatment,1599,657
stim_treatment,144,101
stim_treatment,4072,1186
stim_treatment,1168,613
stim_treatment,606,355
stim_treatment,1264,488
stim_treatment,830,401
stim_treatment,1075,578
stim_treatment,2963,933
stim_treatment,1952,639
stim_treatment,1944,770
stim_treatment,3643,919
stim_treatment,2272,591
stim_treatment,1727,700
stim_treatment,925,384
stim_treatment,2062,562
stim_treatment,1452,562
stim_treatment,1587,559
stim_treatment,950,406
stim_treatment,860,531
stim_treatment,2174,578
stim_treatment,1154,487
stim_treatment,1838,736
stim_treatment,603,290
stim_treatment,922,394
stim_treatment,2849,738
stim_treatment,467,225
stim_treatment,1060,487
stim_treatment,168,109
stim_treatment,4349,1140
stim_treatment,863,471
stim_treatment,2018,810
stim_treatment,449,217
stim_treatment,4477,1349
stim_treatment,384,234
stim_treatment,843,510
stim_treatment,1471,559
stim_treatment,1006,452
stim_treatment,2550,677
stim_treatment,2910,626
stim_treatment,932,435
stim_treatment,594,300
stim_treatment,1060,393
stim_treatment,1778,577
stim_treatment,2668,738
stim_treatment,206,116
stim_treatment,868,475
stim_treatment,3403,1097
stim_treatment,1761,535
stim_treatment,2281,773
stim_treatment,1486,583
stim_treatment,3404,1002
stim_treatment,2381,703
stim_treatment,1366,615
stim_treatment,404,191
stim_treatment,814,435
stim_treatment,156,103
stim_treatment,5051,1424
stim_treatment,3098,1071
stim_treatment,2268,717
stim_treatment,1276,564
stim_treatment,3675,851
stim_treatment,1266,552
stim_treatment,1619,689
stim_treatment,4288,1191
stim_treatment,1588,640
stim_treatment,989,458
stim_treatment,633,384
stim_treatment,1248,485
stim_treatment,891,362
stim_treatment,958,381
stim_treatment,1271,493
stim_treatment,1256,533
stim_treatment,1381,542
stim_treatment,2945,755
stim_treatment,2632,912
stim_treatment,1229,459
stim_treatment,946,441
stim_treatment,2071,615
stim_treatment,3293,903
stim_treatment,779,396
stim_treatment,3891,1052
stim_treatment,1457,577
stim_treatment,1284,483
stim_treatment,1348,576
stim_treatment,1122,495
stim_treatment,1559,677
stim_treatment,1770,790
stim_treatment,2541,685
stim_treatment,1165,503
stim_treatment,455,264
stim_treatment,799,418
stim_treatment,4148,1152
stim_treatment,2981,864
stim_treatment,1531,471
stim_treatment,1359,565
stim_treatment,1972,703
stim_treatment,1584,544
stim_treatment,514,263
stim_treatment,1044,547
stim_treatment,1887,620
stim_treatment,2235,736
stim_treatment,414,226
stim_treatment,1199,496
stim_treatment,3168,880
stim_treatment,569,245
stim_treatment,1202,547
stim_treatment,1411,468
stim_treatment,4618,972
stim_treatment,972,421
stim_treatment,466,267
stim_treatment,1890,690
stim_treatment,1310,444
stim_treatment,1363,608
stim_treatment,4682,1404
stim_treatment,2061,830
stim_treatment,4345,1152
stim_treatment,1994,723
stim_treatment,1116,490
stim_treatment,2812,798
stim_treatment,1954,636
stim_treatment,2610,625
stim_treatment,1643,566
stim_treatment,2071,825
stim_treatment,553,262
stim_treatment,1898,682
stim_treatment,4104,970
stim_treatment,3999,981
stim_treatment,1200,532
stim_treatment,2067,459
stim_treatment,1071,532
stim_treatment,3931,1073
stim_treatment,1462,572
stim_treatment,3904,911
stim_treatment,1875,662
stim_treatment,418,295
stim_treatment,1070,487
stim_treatment,2602,845
stim_treatment,1119,511
stim_treatment,1209,472
stim_treatment,716,364
stim_treatment,1167,423
stim_treatment,1221,517
stim_treatment,1744,507
stim_treatment,954,478
stim_treatment,2699,726
stim_treatment,1106,517
stim_treatment,4781,1065
stim_treatment,2926,818
stim_treatment,1821,697
stim_treatment,1425,648
stim_treatment,1225,560
stim_treatment,1818,658
stim_treatment,2475,663
stim_treatment,874,433
stim_treatment,302,149
stim_treatment,3123,770
stim_treatment,814,388
stim_treatment,4223,981
stim_treatment,1881,642
stim_treatment,1442,532
stim_treatment,1788,619
stim_treatment,1035,387
stim_treatment,1417,638
stim_treatment,947,411
stim_treatment,879,371
stim_treatment,2715,796
stim_treatment,1068,486
stim_treatment,1048,470
stim_treatment,966,452
stim_treatment,1817,792
stim_treatment,2800,942
stim_treatment,1157,440
stim_treatment,418,228
stim_treatment,2098,873
stim_treatment,3481,1112
stim_treatment,918,448
stim_treatment,1457,563
stim_treatment,1412,506
stim_treatment,1284,560
stim_treatment,1984,670
stim_treatment,1143,523
stim_treatment,997,482
stim_treatment,1850,716
stim_treatment,1573,601
stim_treatment,696,358
stim_treatment,1569,573
stim_treatment,1313,567
stim_treatment,403,213
stim_treatment,2611,746
stim_treatment,2129,632
stim_treatment,3820,950
stim_treatment,1082,455
stim_treatment,303,105
stim_treatment,2643,1095
stim_treatment,1030,549
stim_treatment,1260,530
stim_treatment,1457,522
stim_treatment,4045,1178
stim_treatment,990,399
stim_treatment,2836,721
stim_treatment,2968,838
stim_treatment,3633,997
stim_treatment,816,361
stim_treatment,2877,779
stim_treatment,878,400
stim_treatment,1017,450
stim_treatment,1668,587
stim_treatment,1727,478
stim_treatment,2371,919
stim_treatment,1963,749
stim_treatment,2150,635
stim_treatment,890,467
stim_treatment,1188,515
stim_treatment,1712,584
stim_treatment,5169,1384
stim_treatment,3154,1000
stim_treatment,1281,519
stim_treatment,1578,722
stim_treatment,1910,813
stim_treatment,1459,677
stim_treatment,3754,1054
stim_treatment,476,311
stim_treatment,1676,652
stim_treatment,1569,584
stim_treatment,749,398
stim_treatment,3013,857
stim_treatment,944,487
stim_treatment,1048,486
stim_treatment,1601,462
stim_treatment,1410,592
stim_treatment,777,342
stim_treatment,1048,484
stim_treatment,1344,498
